POW_SA2_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
128021534,0,0,3,5,0,0,0,0,0,14,11,0,0,0,0,6,0,0,0,21,9,8,0,0,6,6,0,0,0,27,3,0,0,5,4,8,0,0,0,18,3,5,0,0,0,0,0,0,0,10,0,3,0,0,0,5,0,0,0,9,4,0,0,0,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,41,24,13,9,15,31,11,11,0,159,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,9,4,3,3,0,0,0,0,0,0,10,5,7,0,0,0,0,0,0,0,13,3,9,0,0,0,0,0,0,0,17,0,0,5,5,3,0,0,0,0,16,0,4,4,6,0,0,0,0,0,21,0,0,5,8,3,0,0,3,0,18
128021535,14,4,11,10,8,12,0,0,0,60,22,12,15,3,17,11,0,5,0,74,9,7,7,4,28,24,3,7,0,96,9,3,6,3,35,25,0,4,0,90,11,15,0,3,46,31,8,5,0,115,5,9,0,4,38,24,6,4,0,95,9,5,7,0,20,38,22,15,0,117,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,8,0,0,5,15,112,100,66,30,202,176,47,51,8,797,0,0,5,0,5,0,0,0,0,9,20,11,0,0,0,0,0,0,0,33,16,11,0,0,0,0,0,0,0,28,10,21,3,0,0,0,0,0,0,40,19,13,9,4,0,0,0,0,0,46,29,20,29,7,0,3,0,0,0,94,20,10,41,10,14,6,4,0,0,112,13,19,16,27,20,3,0,0,0,110,6,9,19,21,38,11,4,5,0,97
128021536,19,8,10,0,8,4,0,3,0,48,16,9,11,3,10,4,0,4,0,56,15,8,6,5,11,13,3,4,4,64,5,6,3,0,10,23,4,0,0,50,0,5,4,5,9,7,0,9,0,32,0,0,0,0,3,10,3,4,0,22,8,8,3,0,0,3,5,9,0,32,0,4,0,0,0,0,0,6,0,10,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,84,61,54,25,53,77,18,35,11,403,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,38,4,35,4,0,0,0,0,0,0,45,19,26,8,0,0,0,0,0,0,52,22,18,9,0,0,3,0,0,0,60,22,38,12,3,3,4,0,3,0,82,39,24,31,7,3,7,0,0,0,111,21,26,26,16,24,13,0,5,0,126,6,14,18,23,19,11,3,6,0,101
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5
128021538,21,11,24,15,32,37,7,9,6,160,26,24,15,14,56,77,9,12,3,240,52,26,22,16,90,85,14,18,6,330,34,24,13,7,74,78,11,15,6,260,16,13,7,11,40,67,19,18,0,185,11,4,0,4,32,44,10,24,3,138,10,8,12,10,26,47,16,44,0,173,0,0,0,0,0,3,5,4,0,11,0,0,0,0,0,3,3,12,0,22,0,4,0,0,0,7,0,4,6,17,220,161,141,89,394,497,98,165,33,1791,0,0,0,0,0,0,0,0,0,7,41,27,0,0,0,0,0,0,0,70,49,27,0,0,0,0,0,0,0,79,32,47,4,4,3,0,0,0,0,95,39,55,28,0,6,4,0,0,3,130,38,62,56,12,15,8,0,0,3,196,43,47,56,39,19,15,0,5,4,236,30,37,40,42,60,32,5,0,4,256,16,17,19,26,73,26,8,13,8,205
128021607,22,8,9,6,12,6,0,0,0,66,9,9,8,3,10,8,0,0,0,50,5,13,0,3,15,17,5,0,0,61,14,7,3,3,4,0,4,0,0,40,5,4,4,0,4,3,0,3,0,30,3,4,0,0,6,10,4,0,0,27,9,4,0,0,6,11,0,9,0,32,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,121,66,53,25,62,77,17,25,3,448,0,0,0,0,0,0,0,0,0,4,22,32,0,0,0,0,0,0,0,53,16,24,0,0,0,0,0,0,0,36,10,13,4,0,0,3,0,0,0,37,8,25,12,0,4,6,0,0,0,59,25,22,34,3,9,3,0,0,0,93,17,20,35,14,11,8,3,0,0,105,10,6,21,11,24,19,0,0,0,93,7,11,4,13,14,12,0,0,0,61
128021608,0,0,6,0,0,0,0,0,0,8,7,0,3,0,0,4,0,0,0,16,0,3,4,4,0,0,0,0,0,12,0,0,0,0,5,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,13,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,15,8,16,26,5,7,0,109,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,7,0,11,3,0,4,0,0,0,0,13,0,6,3,0,0,3,0,0,0,16,0,0,7,3,0,4,0,0,0,16,0,3,3,4,6,0,5,0,0,18
128021609,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,4,5,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,986,561,518,330,737,998,131,195,81,4545,1157,568,498,430,1025,1524,242,304,97,5855,1380,673,595,496,1167,2042,334,465,127,7274,1095,533,436,396,932,1888,354,571,70,6280,932,423,336,284,701,1770,349,656,66,5511,537,243,180,182,419,1083,295,508,43,3490,618,284,194,149,422,1246,354,830,48,4148,98,45,22,32,40,158,51,205,5,669,53,43,18,11,32,107,31,184,13,490,96,43,29,16,50,96,18,44,116,501,8736,5133,3697,2790,6489,12146,2311,4148,806,46269,57,29,7,0,7,0,0,9,0,118,220,332,12,4,0,0,0,3,8,574,235,567,40,7,3,8,0,0,7,870,235,716,112,22,8,0,0,3,20,1115,237,849,270,38,24,16,0,6,13,1459,351,1160,684,149,54,39,13,16,38,2501,359,882,862,298,135,66,15,38,46,2699,262,594,722,380,269,135,45,58,37,2509,194,366,494,397,360,220,69,107,28,2228
201011001,0,5,18,10,23,20,3,4,0,83,6,0,12,13,41,49,9,6,0,131,0,7,7,6,43,33,10,19,0,123,5,3,4,3,23,40,11,17,0,110,4,4,0,3,17,36,4,21,0,86,0,0,0,0,3,17,7,4,0,34,0,0,0,0,8,16,7,21,0,49,0,0,0,0,3,0,0,3,0,8,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,9,20,49,59,53,188,232,54,101,6,765,0,4,0,0,0,0,0,0,0,4,5,23,0,0,0,0,0,0,3,35,6,22,7,0,0,0,0,0,0,33,0,12,3,0,0,0,0,0,0,21,6,24,12,0,0,0,0,0,0,36,7,25,19,9,6,3,0,0,0,72,6,14,24,28,19,4,0,0,0,95,3,10,18,35,43,8,0,3,0,131,4,3,13,22,25,5,0,7,0,86
201011002,10,27,49,25,51,28,10,6,3,205,11,23,26,28,75,68,8,15,0,259,8,10,25,18,109,95,14,16,3,302,3,4,9,4,57,72,18,14,0,187,3,0,0,5,23,44,13,16,0,99,4,0,0,5,18,21,6,13,0,64,0,4,5,0,20,22,6,23,0,75,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,0,3,0,16,0,0,0,0,5,6,0,0,10,18,58,150,169,107,387,387,85,114,22,1475,3,5,0,0,0,0,0,0,0,9,38,104,0,0,0,0,0,0,3,145,29,94,15,0,3,0,0,0,4,141,31,88,26,7,5,4,0,0,3,161,30,110,58,12,12,3,0,0,8,230,49,112,119,36,18,10,0,6,6,351,38,90,144,73,62,18,7,7,3,436,34,75,115,115,90,40,3,14,7,490,12,26,69,106,126,62,14,8,6,441
201011005,0,0,10,0,13,9,0,0,0,32,0,5,0,6,10,11,0,0,0,39,3,0,0,0,23,8,8,7,0,44,0,0,0,0,16,16,4,3,0,36,0,0,0,0,10,14,4,5,0,32,0,0,0,0,0,7,6,5,0,14,0,0,4,0,0,5,4,4,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,25,23,21,67,80,17,24,8,272,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,5,3,13,5,0,0,0,0,0,0,24,3,7,0,0,0,4,0,0,0,20,5,8,22,3,3,3,0,0,0,46,3,3,14,12,12,0,0,4,0,43,3,12,8,15,23,0,0,4,0,64,0,4,0,8,12,11,0,5,6,36
201011006,8,0,14,9,20,24,9,6,0,92,0,4,9,5,63,75,12,18,3,195,0,3,7,6,56,89,17,23,0,212,0,0,4,4,21,57,12,11,0,121,0,0,0,0,7,34,16,17,3,85,0,0,0,0,7,11,7,15,0,38,0,0,0,0,3,15,12,25,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12,0,0,0,0,4,3,0,0,0,9,23,38,52,39,218,358,86,126,14,956,0,3,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,24,0,17,5,0,0,0,0,0,0,23,5,17,5,0,0,0,0,0,0,37,3,21,12,0,3,0,0,0,0,44,4,20,31,9,0,0,0,0,0,62,5,11,31,14,15,0,0,0,0,75,4,7,22,28,30,6,0,0,0,108,3,10,12,20,23,11,7,0,0,76
201011007,0,4,0,0,0,7,0,0,0,12,0,0,0,0,7,5,5,5,0,24,3,0,0,0,6,6,0,0,0,16,0,0,0,0,3,8,0,8,0,18,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,4,6,26,41,11,21,4,135,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5
201011008,4,14,13,11,46,61,10,17,3,175,4,12,15,22,125,92,15,27,3,319,12,6,16,10,143,162,41,40,3,430,5,3,7,6,77,95,43,49,0,281,4,0,6,5,35,73,15,35,0,173,3,0,0,0,13,35,23,29,0,108,9,5,0,0,35,48,25,61,0,188,3,0,0,0,5,10,3,12,0,30,3,0,0,0,0,6,3,6,0,19,0,0,0,0,7,12,0,5,0,22,63,87,88,76,532,628,188,304,25,1990,0,0,0,0,0,0,0,0,0,7,11,45,0,0,0,0,0,0,0,50,4,34,0,0,0,0,0,0,0,43,4,31,12,4,0,0,0,0,0,51,3,28,17,3,4,0,0,0,0,61,13,28,28,11,0,0,4,0,0,91,12,23,38,26,12,0,0,4,0,119,3,11,35,16,31,12,0,7,0,126,8,7,14,21,18,20,5,3,0,88
201011481,5,8,9,6,8,12,5,5,0,46,5,0,5,12,28,19,4,4,0,80,5,5,3,6,16,32,9,10,0,83,4,0,0,4,10,22,6,14,0,58,0,0,3,0,3,12,0,13,0,32,0,0,0,3,0,9,3,3,0,21,0,0,0,0,3,18,6,8,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,27,38,22,44,92,136,39,58,12,463,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,18,5,7,0,0,0,0,0,0,0,15,9,9,7,0,0,0,0,0,3,22,4,25,9,0,0,3,0,0,0,44,4,11,40,12,3,0,0,0,0,73,3,15,37,22,11,5,0,4,0,101,11,10,34,28,17,3,0,0,0,103,7,9,20,29,26,11,3,15,0,114
201011482,0,10,13,3,8,19,0,0,0,49,0,6,6,5,13,14,0,3,0,50,0,0,3,4,17,21,5,3,0,52,0,0,6,6,12,17,10,7,0,51,0,0,0,0,8,11,3,3,0,27,0,0,0,0,5,8,0,5,0,25,3,0,0,0,0,3,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,29,46,23,78,101,18,37,9,353,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,3,18,0,0,0,0,0,0,0,22,8,14,0,4,0,0,0,0,0,23,6,9,9,0,0,0,0,0,5,22,7,15,15,11,4,0,0,5,0,49,0,11,22,16,7,0,0,0,0,54,6,10,9,12,28,3,0,0,0,71,0,0,3,10,16,9,0,0,0,39
201011483,5,3,10,3,9,16,0,3,5,49,5,9,3,8,15,17,5,7,0,64,8,0,3,8,35,34,7,7,0,103,0,0,0,0,13,27,4,9,0,61,0,0,0,0,6,13,3,12,0,37,0,0,0,0,0,4,0,10,0,20,0,3,0,0,0,7,5,20,0,37,0,0,0,0,6,3,0,3,0,8,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,20,36,28,28,99,129,31,78,4,467,0,4,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,18,11,16,3,0,0,0,0,0,0,29,3,19,5,0,0,0,0,0,0,32,9,14,11,0,0,0,0,0,0,33,3,36,25,7,4,0,0,4,0,79,8,16,31,18,9,3,0,0,0,75,5,14,14,35,27,0,0,0,0,94,5,6,17,15,12,9,3,0,0,67
201011484,0,3,5,8,16,12,5,0,5,57,7,4,10,11,28,25,0,4,0,81,0,3,0,6,25,15,7,6,0,61,0,0,0,0,4,21,3,8,0,41,0,0,0,0,0,10,0,10,0,18,0,0,0,0,0,4,5,0,0,13,0,0,0,0,3,10,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,40,31,32,103,112,20,47,3,393,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0,0,0,0,0,18,5,9,0,0,0,0,0,0,0,22,5,16,3,0,0,0,0,0,0,23,0,20,5,3,3,0,0,0,0,37,0,17,24,7,0,0,0,3,0,64,4,12,21,11,22,0,3,0,0,77,3,5,4,24,26,6,0,0,0,79,8,4,15,19,31,4,0,0,0,81
201021009,0,3,3,6,8,5,3,0,0,30,0,0,3,8,11,15,8,7,0,61,0,5,3,0,12,16,4,0,3,45,0,0,3,4,6,10,3,4,0,27,0,0,0,0,4,5,0,13,0,24,0,0,0,0,4,3,0,0,0,12,0,0,0,0,3,4,4,10,0,26,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,9,10,32,28,23,48,84,19,46,6,304,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,6,13,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,11,0,13,11,0,0,0,0,0,0,26,0,12,14,6,0,0,0,0,0,27,4,8,7,5,4,5,0,0,0,39,0,0,12,9,7,3,5,0,0,28,0,0,8,7,10,3,0,0,0,22
201021010,3,7,6,0,9,5,0,0,0,30,0,0,9,5,16,11,0,0,0,46,5,5,0,5,15,12,4,0,0,41,0,0,0,0,3,13,0,0,0,24,0,0,3,8,4,4,9,4,0,29,0,0,0,0,0,3,0,0,0,12,0,0,0,0,5,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,14,30,33,23,58,61,14,30,7,267,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,16,3,8,0,0,0,0,0,0,0,17,6,11,5,0,0,0,0,0,0,19,4,7,3,5,8,0,0,0,0,24,7,13,12,0,0,0,0,0,0,29,7,9,12,8,6,6,0,0,0,40,3,3,6,14,6,4,0,0,0,41,0,0,11,7,4,5,0,0,0,31
201021011,3,14,16,10,6,8,3,5,0,63,5,15,21,10,32,33,8,10,0,120,3,19,8,13,21,22,3,13,0,100,0,4,4,8,16,20,9,15,0,75,0,4,7,4,7,11,3,3,0,38,0,0,0,0,5,0,3,5,0,19,0,0,0,4,3,8,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,94,72,43,97,108,37,60,10,535,0,0,0,0,0,0,0,0,0,7,8,21,0,0,0,0,0,0,0,30,3,19,3,0,0,0,0,0,0,35,10,18,0,0,0,0,0,0,3,30,14,18,9,0,6,0,0,0,0,41,13,27,18,3,0,4,0,0,0,69,7,20,26,10,0,5,5,0,0,72,3,16,27,22,10,11,7,0,0,96,8,14,13,13,18,9,3,3,0,73
201021012,0,0,0,3,3,0,0,0,0,10,0,0,3,0,5,6,6,0,0,24,0,0,3,6,5,10,0,0,0,30,0,0,0,0,6,4,0,5,5,18,0,3,0,0,0,7,0,3,0,11,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,9,3,18,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,9,17,11,12,28,36,7,45,8,174,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,10,0,0,4,0,0,4,0,0,0,9,0,0,5,0,0,0,0,0,0,6
201031013,0,5,4,0,3,0,0,0,0,12,0,0,0,0,0,0,3,4,0,15,0,0,0,0,0,3,3,0,0,15,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,5,7,17,17,21,4,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,12,0,3,3,6,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,11,5,4,6,6,5,0,0,0,0,14
201031014,0,7,0,0,0,0,0,0,0,13,0,4,0,0,8,7,0,4,0,29,0,0,0,0,7,11,0,8,0,23,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,9,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,6,11,31,34,14,25,4,141,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,5,4,0,0,0,0,0,0,7,0,8,5,0,0,0,0,0,0,11,0,5,7,5,0,0,0,0,0,21,0,5,3,4,5,3,0,0,0,22,0,0,0,0,7,12,5,0,0,21
